_permit_type,work_description,address,permit_,_permit_type(2),work_description(2),address(2),permit_(2),b_ward
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A A FRAME RESIDENCE WITH DETACHED FRAME GARAGE.,1932 W Erie St,100516383,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION PROGRAM- ERECT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND NEW FRAME GARAGE,1932 W Erie St,100510052,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1934 W Diversey Pkwy,100486130,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.******THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********",1934 W Diversey Pkwy,100485472,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1936 N Honore St,100495382,PERMIT - NEW CONSTRUCTION,"ERECT NEW SINGLE FAMILY HOME WITH THREE FLOORS & BASEMENT & 2 CAR GARAGE WITH ROOF DECK. ALL NEW PLUMBING, MECHANICALS & ELECTRIC..",1936 N Honore St,100489491,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,1936 W Armitage Ave,100497634,PERMIT - NEW CONSTRUCTION,"ERECT 6 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED TWO 2 CAR MASONRY GARAGES & ATTACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION), 6' HIGH 6' BY 3' MASONRY TRASH ENCLOSURE & 6' HIGH WOOD FENCE AS PER PLAN.",1936 W Armitage Ave,100495990,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE,1936 W Waveland Ave,100515632,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY IV FRAME SINGLE FAMILY RESIDENT WITH BASEMENT AND CONSTRUCT REAR DETACHED 2 CAR PRIVATE GARAGE WITH ROOF DECK AND FIREPLACE CHIMENY AS PER PLANS.,1936 W Waveland Ave,100518646,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  STORY SINGLE FAMILY FRAME HOUSE & GARAGE.,1936 W Wolfram St,100489773,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITHN BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,1936 W Wolfram St,100492926,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE,1937 W Ohio St,100516018,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1937 W Ohio St,100517165,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,1939 W Berteau Ave,100492541,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE",1939 W Berteau Ave,100490922,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1939 W Fletcher St,100489690,PERMIT - NEW CONSTRUCTION,ERECT NEW 2 STORY BRICK VENEER WOOD FRAME SFR WITH FULL BASEMENT AND NEW 2 CAR PRIVATE MASONRY GARAGE PER APPROVED PLANS,1939 W Fletcher St,100489193,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY SINGLE FAMILY HOUSE WITH GARAGE.,1939 W Race Ave,100485931,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW 2 STORY BRICK/CONCRETE BLOCK SINGLE FAMILY RESIDENCE WITH BASEMENT AND NEW GARAGE AS PER ARCHITECTURAL PLANS,1939 W Race Ave,100486374,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME HOUSE WITH DETACHED FRAME GARAGE.,1940 W George St,100508298,PERMIT - NEW CONSTRUCTION,ERECT NEW TWO STORY SINGLE FAMILY HOME WITH BASEMENT. NEW FRAME TWO CAR GARAGE AS PER PLANS.,1940 W George St,100509684,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME RESIDENCE,1940 W Race Ave,100509550,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE WITH ROOF TOP DECK (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TP DECK (4A CONSTRUCTION) AS PER PLAN.,1940 W Race Ave,100512703,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAMD SFR AND FRAME GARAGE.,1941 W Cornelia Ave,100531748,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS",1941 W Cornelia Ave,100526270,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY & 1 STORY FRAME GARAGE,1943 W Wellington Ave,100461201,PERMIT - NEW CONSTRUCTION,TWO STORY FRAME SINGLE FAMILY RESIDENCE W/ BASEMENT AND DETACHED 2 CAR FRAME  GARAGEW/ ROOF DECK,1943 W Wellington Ave,100460284,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MULTI USE FAMILY MASONRY HOME.,1945 N Burling St,100518735,PERMIT - NEW CONSTRUCTION,"NEW 3-STORY + BASEMENT, III-B, FULLY SPRINKLERED, SINGLE FAMILY HOME.   PER PLANS",1945 N Burling St,100483190,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A 1 & 2 STORY CIMMERCIAL BUILDING.,1948 W Erie St,100504261,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 3 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  NEW 19' X 20'-4"" 2 CAR FRAME GARAGE WITH ROOF DECK, NEW METAL DECK 16'-8"" X 8' AND SITE WORK AS PER PLANS.",1948 W Erie St,100524273,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MCDONALDS RESTAURANT.,1951 N Western Ave,100477233,PERMIT - NEW CONSTRUCTION,ERECT ONE STORY RESTAURANT SINGLE TENANT BUILDING WITH PARTIAL BASEMENT.,1951 N Western Ave,100459403,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE & 1 STORY DETACHED BRICK GARAGE,1951 W Ohio St,100493953,PERMIT - NEW CONSTRUCTION,ERECT 2-STORY WITH BASEMENT FRAME SINGLE FAMILY RESIDENCE WITH ROOFTOP STAIR ENCLOSURE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1951 W Ohio St,100497094,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE & 1 STORY BRICK GARAGE,1952 N Dayton St,100515067,PERMIT - NEW CONSTRUCTION,NEW MASONRY 3 STORY WITH BASEMENT AND PENTHOUSE SINGLE FAMILY RESIDENCE AND DETACHED GARAGE,1952 N Dayton St,100516970,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE,2014 W Addison St,100527956,PERMIT - NEW CONSTRUCTION,SELF-CERT: TWO UNIT DUPLEX 3-STORY RESIDENTIAL NEW CONSTUCTION WITH DETACHED 3 CAR PRIVATE GARAGE,2014 W Addison St,100529978,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 3 STORY BRICK RESIDENCE.,2015 N Clifton Ave,100481840,PERMIT - NEW CONSTRUCTION,ERECT NEW SFR OF TYPE 3B CONSTRUCTION WITH DETACHED MASONRY GARAGE AS PER PLANS*****THIS BUILDING TO BE FULLY SPRINKLERED**********,2015 N Clifton Ave,100481254,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK BUILDING,2015 W Armitage Ave,100521086,PERMIT - NEW CONSTRUCTION,"ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, 1ST FLOOR OFFICE, ATTACHED 2 CAR, 1 CAR & 4 CAR MASONRY GARAGES WITH ROOF TOP DECK (3B CONSTRUCTION) AND 6'-0"" HIGH 3'-X9' MASONRY TRASH ENCLOSURE AS PER PLANS***CERTIFIED CORRECTIONS - SUBJECT TO FIELD INSPECTIONS AND AUDITS***",2015 W Armitage Ave,100522200,32
PERMIT - WRECKING/DEMOLITION,TOTAL WRECK & REMOVAL OF A 2 STORY BRICK DUPLEX.,2015 W Giddings St,100503733,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY HOME WITH DETACHED GARAGE AND FENCE PER PLANS,2015 W Giddings St,100498473,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2020 W Leland Ave,100468652,PERMIT - NEW CONSTRUCTION,"ADMINISTRATIVE ADJUSTMENT REQUIRED-ZONING REVIEW, SELF CERT, ERECT SINGLE FAMILY HOME WITH DETACHED GARAGE AND FENCE PER PLANS",2020 W Leland Ave,100463301,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 1/2 STORY FRAME RESIDENCE & 1 STORY BRICK GARAGE,2026 W Wilson Ave,100535020,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 3 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2026 W Wilson Ave,100537148,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & DETACHED FRAME GARAGE,2027 W School St,100481846,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY , IV A FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2027 W School St,100483948,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2030 W Fletcher St,100538301,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT AND DETACHED FRAME 2 CAR GARAGE  AS PER PLANS.,2030 W Fletcher St,100534743,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2033 W Cortland St,100490147,PERMIT - NEW CONSTRUCTION,SELF - CERT: NEW 2 STORY SINGLE FAMILY RESIDENCE WITH ROOF DECK AND 2 CAR DETACHED GARAGE WITH ROOF DECK. PER PLANS,2033 W Cortland St,100490888,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME MULTI FAMILY RESIDENCE,2033 W School St,100449944,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME (4A CONST) SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED GARAGE W/ DECK (4A CONST) AS PER PLANS.**********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*********,2033 W School St,100449536,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK HOUSE.,2034 N Point St,100538195,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY BUILDING (4A CONSTRUCTION) WITH DETATCHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF DECK AS PER PLAN.,2034 N Point St,100541792,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BULDING & GARAGE.,2036 W Huron St,100499248,PERMIT - NEW CONSTRUCTION,ERECT NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT & ROOFTOP DECK & PENTHOUSE AND ERECT NEW FRAME GARAGE WITH FRAME STEEL PORCH AT EAST SIDE OF BUILDING AS PER ARCHITECTURAL PLANS **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2036 W Huron St,100502423,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2037 W Ohio St,100498793,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2037 W Ohio St,100502861,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY DETACHED FRAME GARAGE.,2040 N Damen Ave,100524650,PERMIT - NEW CONSTRUCTION,"ERECT NEW 4 STORY MASONRY COMMERCIAL AND RESIDENTIAL BUILDING WITH 1ST FLOOR INTERIOR GARAGE, 3 DWELLING UNITS 2ND THRU 4TH FLOORS AND 1 COMMERCIAL UNIT ON 1ST FLOOR, TYPE 3B CONSTRUCTION AS PER PLANS ( 2040-2042 N DAMEN AVE )   **Certified Plan Corrections Project - Conditional Permit: Subject to field inspections **",2040 N Damen Ave,100524809,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE,2042 W Waveland Ave,100529829,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND NEW MASONRY DETACHED GARAGE WITH ROOF DECK, AS PER PLANS.   **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",2042 W Waveland Ave,100528794,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2045 N Whipple St,100532830,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, REAR METAL DECK AND A DETACHED 2 CAR PRIVATE GARAGE. **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**",2045 N Whipple St,100536999,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2047 N Bissell St,100529463,PERMIT - NEW CONSTRUCTION,"**CERTIFIED PLAN CORRECTIONS** - NEW CONSTRUCTION, 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2-CAR PRIVATE GARAGE WITH ROOF DECK.   (Subject to field inspection)  ***This permit will be voided in 30 days from the issuing date of this permit if Wrecking Permit is not obtained***",2047 N Bissell St,100523395,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND ATTACHED MASONRY GARAGE,2047 W Dickens Ave,100532834,PERMIT - NEW CONSTRUCTION,ERECT NEW SFR BRICK VENEER 2-STORY PLUS BASEMENT RESIDENTIAL BUILDING WITH  MASONRY GARAGE. *** SELF-CERT.PROJECT ***,2047 W Dickens Ave,100536802,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK HOUSE WITH DETACHED BRICK GARAGE.,2047 W Rice St,100531341,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 2 D.U. BUILDING (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.*********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********",2047 W Rice St,100533975,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE,2057 W Belle Plaine Ave,100497057,PERMIT - NEW CONSTRUCTION,NEW FRAME IVA SINGLE FAMILY RESIDENCE WITH BAEMENT AND 2 CAR GARAGE WITH ROOF DECK,2057 W Belle Plaine Ave,100498513,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY  MASONRY STRUCTURE WITH DETACHED GARAGE.,2057 W Bradley Pl,100502163,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW SFR WITH DETACHED GARAGE AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,2057 W Bradley Pl,100486292,47
PERMIT - WRECKING/DEMOLITION,A/K/A 18-22 N. ABERDEEN: WRECK AND REMOVE A TWO STORY BRICK WAREHOUSE,20 N Aberdeen St,100486590,PERMIT - NEW CONSTRUCTION,NEW FOUR STORY 27 DWELLING UNIT  RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRS FLOOR. NO BASEMENT,20 N Aberdeen St,100476313,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY RESIDENIAL  BIRCK BUIDLING.,2102 W Race Ave,100536587,PERMIT - NEW CONSTRUCTION,SELF-CERT 2 STORY SINGLE FAMILY RESIDENTIAL BUILDING WITH 2 CAR DETACHED GARAGE WITH ROOFDECK,2102 W Race Ave,100536810,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,2104 W Belmont Ave,100529377,PERMIT - NEW CONSTRUCTION,"NEW CONSTRUCTION 4 STORY CMU MIXED USE BUILDING (1ST FLOOR RETAIL, 2ND-4TH FLOOR RESIDENTIAL) WITH ROOF DECK AND ATTACHED GARAGE",2104 W Belmont Ave,100529099,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 1\2 STORY FRAME RESIDENTIAL.,2109 W Belle Plaine Ave,100454190,PERMIT - NEW CONSTRUCTION,ERECT 2  STORY FRAME SINGLE FAMILY  RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,2109 W Belle Plaine Ave,100448448,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME UNIT BUILDING AND FRAME DETACHED GARAGE.,2109 W Fletcher St,100480099,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  NEW 2 CAR GARAGE WITH ROOF DECK AS PER PLANS,2109 W Fletcher St,100480503,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2109 W Sunnyside Ave,100477725,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE WITH ROOF DECK,2109 W Sunnyside Ave,100481076,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,2113 W Ohio St,100532203,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF DECK, DETACHED 2 CAR FRAME GARAGE WITH ROOF DECK (4A CONSTRUCTION) AS PER PLAN.",2113 W Ohio St,100532968,26
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & GARAGE,2115 W Warner Ave,100456597,PERMIT - NEW CONSTRUCTION,ERECT A TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE WITH ROOF DECK,2115 W Warner Ave,100455366,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY RESIDENCE & 1 STORY FRAME GARAGE,2116 W Leland Ave,100477995,PERMIT - NEW CONSTRUCTION,"ADMINISTRATIVE ADJUSTMENT REQUIRED-ZONING REVIEW, SELF CERT: ERECT TWO STORY SINGLE FAMILY HOME WITH DETACHED 3 CAR GARAGE AND FENCE PER PLANS",2116 W Leland Ave,100473484,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY MASONRY BUILDING,2120 W Bradley Pl,100492509,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY 4A FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE, AS PER PLANS.",2120 W Bradley Pl,100482936,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY FRAME RESIDENCE & 1 STORY FRAME GARAGE.,2121 W Waveland Ave,100519765,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR GARAGE WITH ROOF DECK PER PLANS,2121 W Waveland Ave,100519837,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY SFR.,2126 W Erie St,100510397,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY FRAME SINGLE FAMILY BUILDING WITH BASEMENT, TYPE 4A CONSTRUCTION, A NEW 2 CAR DETACHED FRAME GARAGE 18' X 20'-1"" WITH ROOF DECK, A NEW NON-COMBUSTIBLE DECK 10' X 14'-3"", AS PER PLANS. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",2126 W Erie St,100512003,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SFR & 2 CAR DETACHED FRAME GARAGE.,2128 W Ohio St,100510395,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY FRAME SINGLE FAMILY BUILDING WITH BASEMENT, TYPE 4A CONSTRUCTION, A NEW 2 CAR DETACHED FRAME GARAGE 18' X 20'-4"" WITH ROOF DECK, A NEW NON-COMBUSTIBLE DECK 8'-6"" X 17' AS PER PLANS.",2128 W Ohio St,100512036,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE.,2132 W Belle Plaine Ave,100520959,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY FRAME IVA SINGLE FAMILY RESIDENCE WITH BASEMENT WITH A DETACHED TWO CAR FRAME GARAGE WITH ROOF DECK AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,2132 W Belle Plaine Ave,100520292,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK/FRAME RESIDENCE,2137 W Warner Ave,100486961,PERMIT - NEW CONSTRUCTION,SELF CERT: ERECT 2 STORY SINGLE FAMILY RESIDENCE + 2 CAR DETACHED GARAGE WITH ROOF DECK (conditional permit subject to field inspections.),2137 W Warner Ave,100490017,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK HOME.,2140 W Armitage Ave,100524392,PERMIT - NEW CONSTRUCTION,REVISIONS TO PERMIT 100510674:CHANGE OF PLUMBING MATERIALS,2140 W Armitage Ave,100527295,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY RESIDENCE AND GARAGE.,2142 W Lyndale St,100536010,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.*********This permit is voided if the wrecking permit is not obtained within thirty days from the issuing date of this permit********,2142 W Lyndale St,100537266,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2143 W Barry Ave,100536532,PERMIT - NEW CONSTRUCTION,SELF-CERT 2 STORY SINGLE FAMILY RESIDENTIAL BUILDING WITH 2 CAR DETACHED GARAGE WITH ROOF DECK,2143 W Barry Ave,100536839,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME SINGLE FAMILY AND DETACHED FRAME GARAGE,2144 W Warner Ave,100537843,PERMIT - NEW CONSTRUCTION,"SELF CERT NEW 4,110 SQ. FT. 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2-CAR GARAGE WITH ROOF DECK PER PLANS  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",2144 W Warner Ave,100538493,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY RESIDENCE.,2146 W Race Ave,100492723,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2146 W Race Ave,100491967,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK BUILDING.,2147 N Southport Ave,100491190,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK; DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK PER PLAN. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2147 N Southport Ave,100490812,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY HOUSE WITH DETACHED GARAGE.,2147 W Huron St,100461159,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2147 W Huron St,100462177,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENTIAL HOUSE.,2148 W Sunnyside Ave,100544863,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETATCHED 2 CAR GARAGE (4A CONSTRUCTION) AS PER PLAN.   **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**   ***This permit will be voided in 30 days from the issuing date of this permit if Wrecking Permit is not obtained***,2148 W Sunnyside Ave,100546433,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING BUILDING.,2148 W Waveland Ave,100459665,PERMIT - NEW CONSTRUCTION,"SELF CERT ** ERECT TWO STORY 4A SINGLE FAMILY RESIDENCE WITH BASEMENT AND NEW 3B TWO CAR MASONRY GARAGE, AS PER PLANS. ZONING ADJUSTMENT APPROVED UNDER #100448717 ADMINISTRATIVE ADJUSTMENT FILE 12-229",2148 W Waveland Ave,100459633,47
