_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK SINGLE FAMILY RESIDENCE & GARAGE,2140 N Clifton Ave,100105380,06/08/2006,PERMIT - NEW CONSTRUCTION,Erect new single family residence per plans,2140 N Clifton Ave,100122434,08/04/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME SINGLE FAMILY HOUSE.,10718 S Albany Ave,100114315,06/09/2006,PERMIT - NEW CONSTRUCTION,NEW 2 STORY BRICK VENEER AND SIDING SINGLE FAMILY RESIDENCE. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,10718 S Albany Ave,100104258,07/05/2006,19,73
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY FRAME RESIDENCE WITH GARAGE,3704 N St Louis Ave,100052978,06/09/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 3 CAR GARAGE  (CONDITIONAL PERMIT SUBJECT TO FIELD VERIFICATION),3704 N St Louis Ave,100115420,06/08/2006,35,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY MASONRY FOUR UNIT APARTMENT BUILDING WITH TWO CAR GARAGE.,1330 W Diversey Pkwy,100110176,06/09/2006,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY 3B MASONRY 8 UNIT APARTMENT BUILDING WITH BASEMENT AND DETACHED METAL FRAME GARAGES WITH ROOF DECKS PER PLANS.,1330 W Diversey Pkwy,100115491,06/27/2006,32,57
PERMIT - WRECKING/DEMOLITION,WERECK AND REMOVE A SFR,10945 S Central Park Ave,100105795,06/09/2006,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION FOR A TWO STORY SINGLE FAMILY DWELLING WITH BASEMENT. NO GARAGE. CONDITIONAL PERMIT WRECKING PERMIT TO BE PROVIDED WITHIN 30 DAYS,10945 S Central Park Ave,100106589,04/14/2006,19,73
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY SINGLE FAMILY RESIDENCE.,10552 S Maplewood Ave,100115771,06/12/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 4A 2+ STRY W/ BASEMENT SINGLE FAMILY RESIDENCE WITH CONCRETE PARKING PAD AS PER PLANS. (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION AND PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF PERMIT ISSUANCE),10552 S Maplewood Ave,100101873,06/13/2006,19,71
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK AND FRAME SINGLE FAMILY RESIDENCE,6001 N Menard Ave,100114036,06/12/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 4A SFR WITH ATTACHED GARAGE AND DRIVEWAY - CONDITIONAL PERMIT SUBJECT TO OBTAINING APPROVED WRECKING PERMIT WITHIN 60 DAYS OF PERMIT ISSUANCE.,6001 N Menard Ave,100110035,05/25/2006,39,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME 2 FLAT AND GARAGE.,1812 W School St,100106047,06/13/2006,PERMIT - NEW CONSTRUCTION,New single family residence W/DETACHED MASONRY GARAGE AS PER PLAN,1812 W School St,100112909,06/07/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE WITH GARAGE,3039 N Hamilton Ave,100112426,06/13/2006,PERMIT - NEW CONSTRUCTION,Erect new 2 story frame Single Family Residence with Basement and Detached 2 Car Garage.,3039 N Hamilton Ave,100108122,05/22/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 1\2 STORY FRAME 2 FLAT & GARAGE,656 W Melrose St,100111076,06/13/2006,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW 3 STORY MASONRY TWO-FLAT WITH ATTACHED GARAGE,656 W Melrose St,100111961,07/12/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK HOUSE WITH GARAGE,5623 N Central Ave,100107554,06/13/2006,PERMIT - NEW CONSTRUCTION,erect 6 unit.3 story with basement building per plan,5623 N Central Ave,100105952,07/07/2006,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FORMER WENDYS RESTAURANT.,3260 W Belmont Ave,100106900,06/14/2006,PERMIT - NEW CONSTRUCTION,Erect 1 story banking facility with drive thru per plans.,3260 W Belmont Ave,100092001,08/08/2006,35,22
PERMIT - WRECKING/DEMOLITION,"OIA '11601 W TOUHY - O'HARE AIRPO' WRECK AND REMOVE A TWO STORY FARM HOUSE, (SCHWERDTFEGER FARMHOUSE, EAST SHERIDAN ROAD), ON O'HARE PROPERTY ALONG WITH ASSOCIATED BARN BUILDINGS.",11601 W Touhy Ave,100115808,06/15/2006,PERMIT - NEW CONSTRUCTION,"New (mercantile) food service kiosk - Starbucks Coffee in existing airport terminal O'Hare Terminal 1 DOA #TH1060.04 - CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION",11601 W Touhy Ave,100105612,04/21/2006,0,0
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING SFR WITH DETACHED FRAME GARAGE,3335 N Pacific Ave,100108421,06/16/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE W/BASEMENT AND DETACHED GARAGE PER PLANS.,3335 N Pacific Ave,100110523,06/15/2006,38,17
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVAL OF A TWO (2) STORY BRICK SFR WITH A DETACHED GARAGE,2210 W Addison St,100113037,06/16/2006,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY 3 UNIT, IIIB MASONRY APARMENT BUILDING W/BASEMENT AND DETACHED 3 CAR GARAGE WITH ROOF DECK PER PLAN CONDITIONAL PERMIT PENDING WRACKING PERMIT WITHIN 30 DAYS OF PERMIT ISSUANCE.",2210 W Addison St,100113371,05/18/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME COMMERCIAL BUILDING AND GARAGE.,2934 N Lincoln Ave,100113198,06/19/2006,PERMIT - NEW CONSTRUCTION,"Erect new 5 story masonry building with 8 du's and two retail spaces with detached garage.",2934 N Lincoln Ave,100099295,07/27/2006,32,57
PERMIT - WRECKING/DEMOLITION,"DEMOLISH OF WAREHOUSE, SHED METAL CLAD BLDG, FOUNDTAITON SLAB ON GRADE.",955 W Cermak Rd,100114589,06/19/2006,PERMIT - NEW CONSTRUCTION,"ERECT FOUNDATIONS ONLY FOR PROPOSED 138,000 SF ONE-STORY BUILDING.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",955 W Cermak Rd,100120700,07/11/2006,25,33
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MULTI FAMILY FRAME MASONRY RES.,1053 W Wrightwood Ave,100100330,06/19/2006,PERMIT - NEW CONSTRUCTION,ERECT A NEW 3 STORY 3 DOMESTIC UNIT MASONRY BUILDING WITH BASEMENT PER PLANS,1053 W Wrightwood Ave,100113787,06/07/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RES AND GARAGE,3815 N Hoyne Ave,100112039,06/19/2006,PERMIT - NEW CONSTRUCTION,NEW 2-1/2 STY STONE & FRAME SFR W/ DETACHED MASONRY GARAGE. SUBJECT TO WRECKING PERMIT W/IN 30 DAYS OF THIS PERMIT ISSUANCE AND SEPARTE SPRINKLER PERMIT,3815 N Hoyne Ave,100116163,06/07/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK TWO FLAT AND A GARAGE.,2663 N Ashland Ave,100104823,06/20/2006,PERMIT - NEW CONSTRUCTION,"New 4 Story + Basement, 8-unit multi-family residential  building w/7 car garage detached garage, type III-B Construction",2663 N Ashland Ave,100103543,06/23/2006,32,68
PERMIT - WRECKING/DEMOLITION,WRECKING FRAME 1 1/2 STORY BUILDING. PER CITY NOTICE,3638 N Odell Ave,100114067,06/20/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2 story brick single family residence as per plans.  conditional permit, pending wrecking permit being issued within 30 days of this permit issueance.",3638 N Odell Ave,100114323,06/02/2006,38,17
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2.5 STORY FRAME 2 FLAT AND GARAGE.,4517 N Paulina St,100107766,06/20/2006,PERMIT - NEW CONSTRUCTION,ERECT SINGLE FAMILY RESIDENCE AND GARAGE PER PLANS(conditional permit subject to field verification and this permit can be revoked if demo permit is not on site within 30 days of this permit issuance),4517 N Paulina St,100117292,06/14/2006,47,31
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME SFR WITH FRAME GARAGE,850 W Aldine Ave,100108453,06/21/2006,PERMIT - NEW CONSTRUCTION,ERECT A 4 STORY 3 UNIT IIIB MASONRY APARMENT BUILDING W/BASEMENT AND DETACHED 3 CAR GARAGE MANSORY W/ROOF DECK PER PLANE,850 W Aldine Ave,100108718,06/16/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE SINGLE FAMILY FRAME WITH GARAGE.,6500 S Minerva Ave,100118977,06/22/2006,PERMIT - NEW CONSTRUCTION,erect new six dwelling unit masonry residential building with trash enclosure,6500 S Minerva Ave,100094797,06/16/2006,20,9
PERMIT - WRECKING/DEMOLITION,DEMOLITION AND REMOVAL OF A 2 STORY BRICK BUILDING,3436 N Janssen Ave,100117568,06/23/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 3B 3 STRY W/ BASEMENT; 3B CONSTRUCTION; SFR W/ EXISTING DETACHED GARAGE TO REMAIN AS PER PLANS (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION AND PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF THIS PERMIT ISSUANCE),3436 N Janssen Ave,100095032,08/17/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE WITH GARAGE,6229 N Richmond St,100107757,06/23/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW THREE STORY 8DU'S  W/BASEMENT MASONRY BUIDLING AS PER PLANS",6229 N Richmond St,100114414,07/21/2006,50,20
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME COMMERCIAL AND RESIDENTIAL BUILDING WITH GARAGE.,1519 W Irving Park Rd,100109309,06/23/2006,PERMIT - NEW CONSTRUCTION,ERECT A FOUR STORY MASONRY BUILDING WITH 3 DWELLING UNITS OVER GROUND FLOOR OFFICE,1519 W Irving Park Rd,100113593,08/16/2006,47,57
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE AN EXISTING STRUCTURE, (S.F.R).",4521 W Lawrence Ave,100109163,06/26/2006,PERMIT - NEW CONSTRUCTION,NEW 3 STORY MASONRY BUILDING (SLAB ON GRADE) AS PER PLANS,4521 W Lawrence Ave,100092063,07/17/2006,39,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY RESIDENTIAL,1823 W Barry Ave,100112745,06/28/2006,PERMIT - NEW CONSTRUCTION,"ERECTION OF NEW SINGLE FAMILY RESIDENCE 3B CONSTRUCTION WITH NEW MASORNY GARAGE AS PER PLANS ""CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION""",1823 W Barry Ave,100110963,07/10/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME,3439 W 38th Pl,100119582,07/03/2006,PERMIT - NEW CONSTRUCTION,erect 1 story 3b masonry single family home with basement and detached garage. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,3439 W 38th Pl,100106660,08/23/2006,12,55
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 2 STORY FRAME BUILDING,1736 N Rockwell St,100111795,07/05/2006,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE WITH A BASEMENT.THIS PERMIT IS VALID AS LONG AS THE WRECKING PERMIT IS OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT.,1736 N Rockwell St,100113004,06/08/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME RESIDENCE.,3338 N Lakewood Ave,100115426,07/05/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY W/ BASEMENT; 3B CONSTRUCTION; MASONRY SINGLE FAMILY RESIDENCE W/ DETACHED 2 CAR MASONRY GARAGE (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION AND PROCUREMENT OF WRECKING PERMIT 30 DAYS OF THIS PERMIT ISSUANCE),3338 N Lakewood Ave,100115184,08/07/2006,44,57
PERMIT - WRECKING/DEMOLITION,TWO STORY FRAME TO WRECK AND REMOVE,2718 S Princeton Ave,100112250,07/06/2006,PERMIT - NEW CONSTRUCTION,"ERECT 2 STRY W/ BASEMENT, 3B CONSTRUCTION; 2 DU APARTMENT BUILDING WITH CONCRETE PARKING PAD.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION)",2718 S Princeton Ave,100111504,06/12/2006,11,35
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE  A 1 STORY BRICK BUILDING,5062 N Kimball Ave,100111972,07/06/2006,PERMIT - NEW CONSTRUCTION,"Erect a 3 story, 3B, masonry, 4 unit apartment building with basement per plans.  (Prototype: 3847 N. Damen Ave).                                                                                                                   -CONDITIONAL PERMIT, SUBJECT TO FIELD INSPECTION.",5062 N Kimball Ave,100111778,07/14/2006,39,13
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME WITH FRAME GARAGE,2111 W Belmont Ave,100118168,07/06/2006,PERMIT - NEW CONSTRUCTION,"ERECT 4 STORY MASONRY BUILDING WITH 3 D.U. & 1 OFFICE; TRASH ENCLOSURE & FENCING INCLUDED. PROTOTYPE: 3829 N. SOUTHPORT  ""CONDITIONAL PERMIT SUBJECT TO FIELD VERIFICATION""",2111 W Belmont Ave,100109970,07/13/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO UNIT BUILDING.,2616 N Magnolia Ave,100120047,07/06/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW TWO STORY W/BASEMENT S.F. RESIDENCE W/DETACHED GARAGE AND ROOF DECK. (CONDITIONAL PERMIT SUBJECT TO FILED INSPECTION & PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF PERMIT ISSUANCE),2616 N Magnolia Ave,100114489,06/22/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK W/ FRAME GARAGE,1902 N Halsted St,100106795,07/06/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING WITH 3 CAR MASONRY GARAGE. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. CONDITIONAL PERMIT UNTIL WRECKING PERMIT PRESENTTED ON SITE WITHIN 30 DAYS FROM ISSUING THIS PERMIT.,1902 N Halsted St,100106493,06/19/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE AND GARAGE.,4716 N Wolcott Ave,100089792,07/06/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STRY FRAME W/ BASEMENT SFR AND 2 CAR PARKING SLAB; 4A CONSTRUCTION; 2'6"" & 3'-0"" INTERIOR LOT LINE AS PER PLANS. (GARAGE UNDER SEPERATE PERMIT)(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION)",4716 N Wolcott Ave,100120187,06/23/2006,47,6
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1.5 STORY BRICK BUILDING,1933 N Oakley Ave,100116867,07/06/2006,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STRY W/ BASEMENT SFR; 3B CONSTRUCTION.(GARAGE W/ ROOF DECK EXISTING; CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION AND PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF PERMIT ISSUANCE),1933 N Oakley Ave,100112738,06/16/2006,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY TWO UNIT BUILDING.,1631 N Bell Ave,100120901,07/07/2006,PERMIT - NEW CONSTRUCTION,ERECT MASONRY SINGLE FAMILY  RESIDENCE WITH DETACHED 2 CAR MASONRY GARAGE. CONDITIONAL PERMIT. SUBJECT TO FIELD INSPECTION,1631 N Bell Ave,100124512,07/27/2006,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY SINGLE FAMILY RESIDENCE.,1529 N Artesian Ave,100119237,07/07/2006,PERMIT - NEW CONSTRUCTION,new 3 story 6 dwelling unit structure; with parking on grade,1529 N Artesian Ave,100108102,07/12/2006,1,25
PERMIT - WRECKING/DEMOLITION,2 STORY FRAME BUILDING,2019 N Whipple St,100108926,07/07/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 4 STORY 4 UNIT MASONRY BUILDING WITH BASEMENT.,2019 N Whipple St,100114399,06/21/2006,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BUILDING WITH COMMERCIAL FRONT AND GARAGE,2903 W Irving Park Rd,100091468,07/11/2006,PERMIT - NEW CONSTRUCTION,"ERECT 4-STORY MASONRY BUILDING WITH 3 D.U. & 1 OFFICE SPACE, WOOD FENCING AND TRASH ENCLOSURE INCLUDED PER PLANS.                              (PROTOTYPE: 3829 N. SOUTHPORT).                                                                                                                    -CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION.",2903 W Irving Park Rd,100114155,07/28/2006,33,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE AND GARAGE.,1939 W Henderson St,100119706,07/11/2006,PERMIT - NEW CONSTRUCTION,"New construction of 3 story solid masonry single family residence with basement and detached solid masonry 2 car garage. ""CONDITIONAL PERMIT SUBJECT TO A FIELD INSPECTION"" THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE W/IN 30 DAYS OF THE ISSUANCE OF THIS PERMIT",1939 W Henderson St,100114357,06/23/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE AND GARAGE.,1935 W Henderson St,100119713,07/11/2006,PERMIT - NEW CONSTRUCTION,"New construction of 3 story solid masonry single family residence with basement and detached 2 car solid masonry garage. ""CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION"" ""THIS PERMIT WILL BE VOID IF WRECKING PERMIT IS NOT W/IN 30 DAYS OF THE ISSUANCE OF THIS PERMIT""",1935 W Henderson St,100114422,06/23/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK COMMERCIAL BUILDING.,5642 N Broadway,100119496,07/12/2006,PERMIT - NEW CONSTRUCTION,ERECT 4 STORY 9 DU BUILDING WITH 2 GROUND FLOOR BUSINESS UNITS AS PER PLANS.,5642 N Broadway,100091166,07/19/2006,48,76
PERMIT - WRECKING/DEMOLITION,WRECK EXISTING TWO STORY BRICK BUILDING AND GARAGE,6150 S Neenah Ave,100118700,07/12/2006,PERMIT - NEW CONSTRUCTION,Erect two story single family residence w/ with two parking spaces no garage as per plan.,6150 S Neenah Ave,100119588,07/17/2006,13,62
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE FRAME SINGLE FAMILY RESIDENCE WITH GARAGE.,2637 W Cortez St,100094288,07/12/2006,PERMIT - NEW CONSTRUCTION,"ERECT A 3-D.U. MASONRY BUILDING WITH A DETACHED 3-CAR MASONRY GARAGE PER PLANS. (PROTOTYPE: 1039 N. WINCHESTER).                                                                                                             -CONDITIONAL PERMIT, SUBJECT TO FIELD INSPECTION.",2637 W Cortez St,100113974,08/14/2006,26,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE AND GARAGE.,2038 W Pensacola Ave,100116977,07/13/2006,PERMIT - NEW CONSTRUCTION,New construction of 2 story brick veneer single family residence with basement and detached 2 car garage.,2038 W Pensacola Ave,100115723,06/30/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY HOME BRICK WITH GARAGE AND BASEMENT.,7727 S Avalon Ave,100094253,07/13/2006,PERMIT - NEW CONSTRUCTION,New frame single family residence with fence and detached garage as per plans - CONDITIONAL PERMIT - MUST OBTAIN WRECKING PERMIT WITHIN 60 DAYS FROM PERMIT ISSUANCE - SUBJECT TO FIELD INSPECTION,7727 S Avalon Ave,100094169,06/28/2006,8,41
PERMIT - WRECKING/DEMOLITION,WRECKING BRICK TWO STORY BUILDING,860 N California Ave,100114059,07/13/2006,PERMIT - NEW CONSTRUCTION,"ERECT 6 D.U. MASONRY BUILDING WITH 1ST FLOOR OFFICE, 6' HIGH  4'x 9' MASONRY TRASH ENCLOSURE, 6' HIGH 25' LONG WOOD FENCE            (PROTOTYPE: 2214 W. NORTH)                                                                                                                -CONDITIONAL PERMIT, SUBJECT TO FIELD INSPECTION.",860 N California Ave,100113229,07/17/2006,26,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A RETAIL / RESIDENTIAL TWO FLAT BRICK BUILDING.,947 N Ashland Ave,100075270,07/14/2006,PERMIT - NEW CONSTRUCTION,"ERECT 4 D.U. MASONRY BUILDING WITH 1ST FLOOR OFFICE AND DETACHED 4 CAR MASONRY GARAGE, 6' HIGH 7'-4"" x 4'-0"" MASONRY TRASH ENCLOSURE as per plans.",947 N Ashland Ave,100091849,07/20/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE AND SHED.,5727 W Irving Park Rd,100118252,07/14/2006,PERMIT - NEW CONSTRUCTION,"Construct new 3 DU Residential Building per plans ""CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION"" ""THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS FROM THE DATE OF THE ISSUANCE OF THIS PERMIT",5727 W Irving Park Rd,100114953,07/17/2006,38,15
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING STRUCTURE.,2540 W Diversey Ave,100114568,07/14/2006,PERMIT - NEW CONSTRUCTION,"NEW MASONRY 14 UNIT MULTIPLE FAMILY RESIDENCE BUILDING WITH ENCLOSED PARKING AT GROUND FLOOR, (ACCESSIBLE UNITS)",2540 W Diversey Ave,100120847,09/12/2006,33,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A MULTI FAMILY BUILDING,1505 W Cortez St,100118731,07/17/2006,PERMIT - NEW CONSTRUCTION,"ERECT 6 D.U. MASONRY BUILDING WITH 6' HIGH 3.5' BY 6' WOOD TRASH ENCLOSURE, 6' HIGH 54' LONG WOOD FENCE AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION",1505 W Cortez St,100106532,08/07/2006,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE WITH A BRICK FACE AND GARAGE.,1664 N Orchard St,100115657,07/17/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY W/BASEMENT 3 UNIT RESIDENTIAL MASONRY BUILDING WITH REAR STEEL DECK. NEW IRON AND WOOD FENCES, OPEN PARKING ON CONCRETE APRON",1664 N Orchard St,100114571,07/10/2006,2,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE ONE STORY COMMERCIAL UNIT,3823 N Ashland Ave,100115437,07/18/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 5 STORY 22 UNIT BLDG PER PLANS.,3823 N Ashland Ave,100104345,08/09/2006,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME HOUSE WITH A FULL BASEMENT.,1739 W Altgeld St,100118055,07/18/2006,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHET 2 CAR GARAGE AS PER PLANS.                                                      -conditional permit pending field verification, in addition, this permit will be void if a wrecking permit is not in the field within 30 days of the date printed on this permit",1739 W Altgeld St,100120637,07/07/2006,32,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME BUILDING.,1943 W Nelson St,100119296,07/19/2006,PERMIT - NEW CONSTRUCTION,Erect Single Family Residence with Basement and Detached 2 Car Garage.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION AND PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF THIS PERMIT ISSUANCE),1943 W Nelson St,100117282,06/16/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BUILDING,1324 W Webster Ave,100104818,07/19/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY WOOD FRAME SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR WOOD FRAME GARAGE CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION,1324 W Webster Ave,100117592,08/10/2006,2,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK RESIDENTIAL BUILDING WITH A GARAGE.,5532 S Oak Park Ave,100115932,07/21/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY BRICK VENEER/WOOD FRAME SINGLE FAMILY RESIDENCE,5532 S Oak Park Ave,100115647,08/15/2006,23,53
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK 1 STORY SFR WITH FRAME GARAGE,2454 W Berteau Ave,100101337,07/21/2006,PERMIT - NEW CONSTRUCTION,Erect a new 2 story single family residence with basement and detached garage per plans.THIS IS A COND. PERMIT SUBJECT TO REVIEW ON SITE.WRECKING PERMIT MUST BE OBTAINED BEFORE CONSTRUCTION BEGINS.,2454 W Berteau Ave,100095061,07/06/2006,47,46
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF 1 STORY BRICK BUILDING,2225 W Armitage Ave,100116711,07/24/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 D.U. MASONRY BUILDING WITH DETACHED 2 CAR MASONRY GARAGE CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION,2225 W Armitage Ave,100114892,07/24/2006,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY MULTI FAMILY FRAME/MASONRY RESIDENCE.,3637 N Leavitt St,100117196,07/24/2006,PERMIT - NEW CONSTRUCTION,new 2 stories masonry  single family residence,3637 N Leavitt St,100106684,08/02/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK SINGLE FAMILY RESIDENCE WITH A FRAME GARAGE.,2706 N Mildred Ave,100113582,07/24/2006,PERMIT - NEW CONSTRUCTION,"Erect a new three story + basement single family home, type 3B construction, w/ detached car per plans.(conditional permit subject to field verification)",2706 N Mildred Ave,100113358,05/30/2006,43,68
